"","objectid","dc_dist","psa","dispatch_date_time","dispatch_date","dispatch_time","hour","dc_key","location_block","ucr_general","text_general_code","point_x","point_y","lat","lng","year","GunViolence"
"23",504,"35","2",2011-03-22 06:05:00,2011-03-22,02:05:00,2,201135020428,"5200 BLOCK ARBOR ST",400,"Aggravated Assault Firearm",-75.11721296,40.03032207,40.03032207,-75.11721296,"2011","Y"
"24",612,"17","3",2011-04-18 20:42:00,2011-04-18,16:42:00,16,201117018011,"1400 BLOCK S 18TH ST",400,"Aggravated Assault Firearm",-75.17440321,39.93297266,39.93297266,-75.17440321,"2011","Y"
"25",642,"16","1",2011-01-07 06:47:00,2011-01-07,01:47:00,1,201116000935,"800 BLOCK N 40TH ST",400,"Aggravated Assault Firearm",-75.20316172,39.96793296,39.96793296,-75.20316172,"2011","Y"
"26",1200,"17","2",2011-02-27 03:10:00,2011-02-26,22:10:00,22,201117008939,"3100 BLOCK TASKER ST",400,"Aggravated Assault Firearm",-75.19702572,39.93418521,39.93418521,-75.19702572,"2011","Y"
"27",1202,"35","1",2011-09-08 21:27:00,2011-09-08,17:27:00,17,201135066808,"5900 BLOCK N WATER ST",300,"Robbery Firearm",-75.11955849,40.03978834,40.03978834,-75.11955849,"2011","Y"
"28",1213,"12","4",2011-01-31 19:56:00,2011-01-31,14:56:00,14,201112007974,"5200 BLOCK PENTRIDGE ST",300,"Robbery Firearm",-75.22593372,39.94435433,39.94435433,-75.22593372,"2011","Y"
"29",1218,"03","2",2011-04-07 02:13:00,2011-04-06,22:13:00,22,201103022144,"500 BLOCK TREE ST",400,"Aggravated Assault Firearm",-75.15648711,39.92073057,39.92073057,-75.15648712,"2011","Y"
"30",1585,"06","1",2011-04-16 05:08:00,2011-04-16,01:08:00,1,201106018323,"N 09TH ST  /  WILLOW ST",300,"Robbery Firearm",-75.15348246,39.9590038,39.9590038,-75.15348246,"2011","Y"
"31",1384,"02","2",2011-09-19 23:47:00,2011-09-19,19:47:00,19,201102061844,"6300 BLOCK OXFORD AVE",400,"Aggravated Assault Firearm",-75.08897839,40.04434159,40.04434159,-75.08897839,"2011","Y"
"32",1385,"15","2",2011-10-04 23:50:00,2011-10-04,19:50:00,19,201115099432,"4600 BLOCK MAGEE AVE",300,"Robbery Firearm",-75.04837766,40.02330091,40.02330091,-75.04837766,"2011","Y"
"33",1390,"15","3",2011-04-29 04:47:00,2011-04-29,00:47:00,0,201115041640,"4700 BLOCK LORING ST",400,"Aggravated Assault Firearm",-75.03068101,40.03034738,40.03034738,-75.03068101,"2011","Y"
"34",1439,"02","1",2011-06-08 17:06:00,2011-06-08,13:06:00,13,201102037360,"1300 BLOCK STIRLING ST",400,"Aggravated Assault Firearm",-75.07971841,40.03944922,40.03944922,-75.07971841,"2011","Y"
"35",1662,"19","1",2011-07-28 16:00:00,2011-07-28,12:00:00,12,201119067075,"1900 BLOCK UPLAND WAY",300,"Robbery Firearm",-75.2454813,39.9866285,39.9866285,-75.2454813,"2011","Y"
"36",1663,"19","3",2011-08-24 20:52:00,2011-08-24,16:52:00,16,201119075775,"1800 BLOCK N 59TH ST",400,"Aggravated Assault Firearm",-75.23912764,39.97907903,39.97907903,-75.23912764,"2011","Y"
"37",1677,"35","1",2011-12-03 02:35:00,2011-12-02,21:35:00,21,201135088704,"100 BLOCK SPARKS ST",300,"Robbery Firearm",-75.12364529,40.04445337,40.04445337,-75.12364529,"2011","Y"
"38",1749,"02","3",2011-08-03 21:19:00,2011-08-03,17:19:00,17,201102051223,"7100 BLOCK OAKLAND ST",300,"Robbery Firearm",-75.06321745,40.04675937,40.04675937,-75.06321745,"2011","Y"
"39",1692,"22","4",2011-08-15 04:51:00,2011-08-15,00:51:00,0,201122069471,"1700 BLOCK N MARSTON ST",400,"Aggravated Assault Firearm",-75.17937609,39.98257321,39.98257321,-75.17937609,"2011","Y"
"40",1693,"12","3",2011-12-15 07:28:00,2011-12-15,02:28:00,2,201112097644,"5900 BLOCK WOODLAND AVE",300,"Robbery Firearm",-75.22759202,39.93032288,39.93032288,-75.22759202,"2011","Y"
"41",1602,"24","1",2011-01-08 04:05:00,2011-01-07,23:05:00,23,201124001794,"4100 BLOCK M ST",300,"Robbery Firearm",-75.10037566,40.00892369,40.00892369,-75.10037566,"2011","Y"
"42",1622,"15","1",2011-11-17 23:09:00,2011-11-17,18:09:00,18,201115114171,"1800 BLOCK WILMOT ST",300,"Robbery Firearm",-75.08003742,40.01384745,40.01384745,-75.08003742,"2011","Y"
"43",1977,"15","2",2011-12-29 01:02:00,2011-12-28,20:02:00,20,201115127041,"1200 BLOCK BRIDGE ST",300,"Robbery Firearm",-75.08225284,40.02681758,40.02681758,-75.08225284,"2011","Y"
"44",1978,"24","2",2011-07-18 03:47:00,2011-07-17,23:47:00,23,201124056957,"3100 BLOCK REACH ST",300,"Robbery Firearm",-75.11594904,39.99683143,39.99683143,-75.11594904,"2011","Y"
"45",1980,"15","1",2011-08-22 03:12:00,2011-08-21,23:12:00,23,201115084021,"1300 BLOCK FOULKROD ST",300,"Robbery Firearm",-75.08728481,40.02049429,40.02049429,-75.08728481,"2011","Y"
"46",1987,"15","3",2011-09-26 08:15:00,2011-09-26,04:15:00,4,201115096477,"4600 BLOCK OAKMONT ST",300,"Robbery Firearm",-75.03030314,40.03264797,40.03264797,-75.03030314,"2011","Y"
"47",1998,"22","1",2011-10-11 13:30:00,2011-10-11,09:30:00,9,201122086270,"2500 BLOCK N SARTAIN ST",400,"Aggravated Assault Firearm",-75.15058732,39.9918012,39.9918012,-75.15058732,"2011","Y"
"48",1812,"35","3",2011-12-30 22:34:00,2011-12-30,17:34:00,17,201135095059,"6300 BLOCK N LAMBERT ST",400,"Aggravated Assault Firearm",-75.15453323,40.05181706,40.05181706,-75.15453323,"2011","Y"
"49",1921,"15","2",2011-06-23 07:16:00,2011-06-23,03:16:00,3,201115063019,"6600 BLOCK TACKAWANNA ST",300,"Robbery Firearm",-75.05151326,40.0299148,40.0299148,-75.05151326,"2011","Y"
"50",1931,"18","3",2011-11-26 04:14:00,2011-11-25,23:14:00,23,201118070306,"4700 BLOCK SANSOM ST",300,"Robbery Firearm",-75.21547417,39.95649894,39.95649894,-75.21547417,"2011","Y"
"51",2092,"24","1",2011-10-20 14:22:00,2011-10-20,10:22:00,10,201124082348,"3500 BLOCK JASPER ST",400,"Aggravated Assault Firearm",-75.10413633,39.99940436,39.99940436,-75.10413633,"2011","Y"
"52",2136,"15","2",2011-11-07 00:39:00,2011-11-06,19:39:00,19,201115110509,"5200 BLOCK BURTON ST",300,"Robbery Firearm",-75.06847817,40.01544136,40.01544136,-75.06847817,"2011","Y"
"53",2390,"39","3",2011-10-18 06:38:00,2011-10-18,02:38:00,2,201139061297,"2800 BLOCK N 20TH ST",300,"Robbery Firearm",-75.1634135,39.99826012,39.99826012,-75.1634135,"2011","Y"
"54",2424,"26","2",2011-09-19 01:56:00,2011-09-18,21:56:00,21,201126051819,"1300 BLOCK N LAWRENCE ST",300,"Robbery Firearm",-75.14380466,39.9713314,39.9713314,-75.14380466,"2011","Y"
"55",2223,"18","2",2011-01-08 03:30:00,2011-01-07,22:30:00,22,201118001409,"5200 BLOCK PINE ST",300,"Robbery Firearm",-75.22820571,39.9537839,39.9537839,-75.22820571,"2011","Y"
"56",2292,"15","1",2011-08-29 06:20:00,2011-08-29,02:20:00,2,201115086417,"1900 BLOCK WAKELING ST",300,"Robbery Firearm",-75.0747125,40.01631715,40.01631715,-75.0747125,"2011","Y"
"57",2329,"35","2",2011-04-28 07:23:00,2011-04-28,03:23:00,3,201135030314,"5000 BLOCK N 04TH ST",400,"Aggravated Assault Firearm",-75.13064448,40.02704652,40.02704652,-75.13064448,"2011","Y"
"58",2495,"15","2",2011-02-17 21:48:00,2011-02-17,16:48:00,16,201115015817,"1400 BLOCK ALCOTT ST",400,"Aggravated Assault Firearm",-75.0799248,40.03056254,40.03056254,-75.0799248,"2011","Y"
"59",2497,"02","3",2011-12-22 00:34:00,2011-12-21,19:34:00,19,201102082980,"7300 BLOCK E ROOSEVELT BLVD",300,"Robbery Firearm",-75.0546497,40.04465443,40.04465443,-75.0546497,"2011","Y"
"60",2545,"15","3",2011-04-29 03:37:00,2011-04-28,23:37:00,23,201115041641,"4700 BLOCK LORING ST",400,"Aggravated Assault Firearm",-75.03068101,40.03034738,40.03034738,-75.03068101,"2011","Y"
"61",2616,"39","1",2011-03-08 17:48:00,2011-03-08,12:48:00,12,201139012645,"5000 BLOCK TACOMA ST",400,"Aggravated Assault Firearm",-75.16953729,40.02583097,40.02583097,-75.16953729,"2011","Y"
"62",2518,"12","4",2011-05-05 04:02:00,2011-05-05,00:02:00,0,201112035325,"1100 BLOCK S 54TH ST",300,"Robbery Firearm",-75.22728486,39.94337259,39.94337259,-75.22728486,"2011","Y"
"63",2523,"35","1",2011-01-06 23:51:00,2011-01-06,18:51:00,18,201135001460,"100 BLOCK W CHEW AVE",300,"Robbery Firearm",-75.12197792,40.03694661,40.03694661,-75.12197792,"2011","Y"
"64",2437,"18","1",2011-09-07 01:16:00,2011-09-06,21:16:00,21,201118054352,"100 BLOCK S CECIL ST",300,"Robbery Firearm",-75.23644695,39.95987835,39.95987835,-75.23644695,"2011","Y"
"65",2821,"14","4",2011-09-08 01:54:00,2011-09-07,21:54:00,21,201114066769,"1500 BLOCK WADSWORTH AVE",300,"Robbery Firearm",-75.17359363,40.0794583,40.0794583,-75.17359363,"2011","Y"
"66",2839,"25","1",2011-09-16 20:11:00,2011-09-16,16:11:00,16,201125081041,"3600 BLOCK GERMANTOWN AVE",300,"Robbery Firearm",-75.15046139,40.00807122,40.00807122,-75.15046139,"2011","Y"
"67",2663,"24","1",2011-06-26 05:17:00,2011-06-26,01:17:00,1,201124050520,"1500 BLOCK E LYCOMING ST",300,"Robbery Firearm",-75.09716517,40.00850578,40.00850578,-75.09716517,"2011","Y"
"68",2675,"18","2",2011-01-12 18:46:00,2011-01-12,13:46:00,13,201118002116,"5500 BLOCK BALTIMORE AVE",300,"Robbery Firearm",-75.23505082,39.94700169,39.94700168,-75.23505082,"2011","Y"
"69",2688,"18","2",2011-10-18 03:23:00,2011-10-17,23:23:00,23,201118062999,"4900 BLOCK LARCHWOOD AVE",300,"Robbery Firearm",-75.22061872,39.95128461,39.95128461,-75.22061872,"2011","Y"
"70",2691,"14","2",2011-03-29 04:51:00,2011-03-29,00:51:00,0,201114021151,"5800 BLOCK WAKEFIELD ST",300,"Robbery Firearm",-75.17350371,40.03858574,40.03858574,-75.17350371,"2011","Y"
"71",2703,"15","3",2011-07-13 20:57:00,2011-07-13,16:57:00,16,201115070498,"3300 BLOCK ENGLEWOOD ST",300,"Robbery Firearm",-75.04477223,40.03807195,40.03807195,-75.04477222,"2011","Y"
"72",2707,"02","1",2011-12-24 00:51:00,2011-12-23,19:51:00,19,201102083543,"1500 BLOCK HELLERMAN ST",300,"Robbery Firearm",-75.07298439,40.03889017,40.03889017,-75.07298439,"2011","Y"
"73",2745,"25","3",2011-12-30 01:34:00,2011-12-29,20:34:00,20,201125109137,"3400 BLOCK KIP ST",400,"Aggravated Assault Firearm",-75.12542096,40.00121912,40.00121912,-75.12542095,"2011","Y"
"74",3019,"22","1",2011-09-10 08:47:00,2011-09-10,04:47:00,4,201122077135,"2100 BLOCK N 11TH ST",300,"Robbery Firearm",-75.15091671,39.98560661,39.98560661,-75.15091671,"2011","Y"
"75",3011,"15","1",2011-12-01 01:47:00,2011-11-30,20:47:00,20,201115118358,"1600 BLOCK PRATT ST",300,"Robbery Firearm",-75.07596707,40.02071439,40.02071439,-75.07596707,"2011","Y"
"76",2952,"15","2",2011-09-30 06:15:00,2011-09-30,02:15:00,2,201115097933,"5400 BLOCK TORRESDALE AVE",300,"Robbery Firearm",-75.06719049,40.01389981,40.01389981,-75.06719049,"2011","Y"
"77",2879,"26","1",2011-07-27 17:24:00,2011-07-27,13:24:00,13,201126041255,"2300 BLOCK N AMERICAN ST",300,"Robbery Firearm",-75.13714046,39.98699825,39.98699825,-75.13714046,"2011","Y"
"78",3251,"17","3",2011-07-06 05:26:00,2011-07-06,01:26:00,1,201117032560,"2200 BLOCK DICKINSON ST",400,"Aggravated Assault Firearm",-75.18280828,39.93361171,39.93361171,-75.18280828,"2011","Y"
"79",3260,"08","2",2011-07-21 03:42:00,2011-07-20,23:42:00,23,201108029841,"2700 BLOCK MEYER PL",300,"Robbery Firearm",-75.02051709,40.06624958,40.06624958,-75.02051709,"2011","Y"
"80",3068,"18","3",2011-05-21 07:37:00,2011-05-21,03:37:00,3,201118030149,"4300 BLOCK MARKET ST",300,"Robbery Firearm",-75.20942435,39.95808307,39.95808307,-75.20942435,"2011","Y"
"81",3070,"18","1",2011-04-16 14:51:00,2011-04-16,10:51:00,10,201118022253,"6000 BLOCK BALTIMORE AVE",300,"Robbery Firearm",-75.24585606,39.94382329,39.94382329,-75.24585606,"2011","Y"
"82",3116,"25","3",2011-12-03 14:53:00,2011-12-03,09:53:00,9,201125102509,"200 BLOCK E TIOGA ST",400,"Aggravated Assault Firearm",-75.12507591,40.00271594,40.00271594,-75.12507591,"2011","Y"
"83",3126,"19","2",2011-07-01 21:50:00,2011-07-01,17:50:00,17,201119058252,"1400 BLOCK N 53RD ST",400,"Aggravated Assault Firearm",-75.22796755,39.97672142,39.97672142,-75.22796755,"2011","Y"
"84",5339,"02","1",2011-09-24 20:24:00,2011-09-24,16:24:00,16,201102062959,"800 BLOCK PRATT ST",400,"Aggravated Assault Firearm",-75.09302432,40.03089709,40.03089709,-75.09302432,"2011","Y"
"85",5589,"35","2",2011-03-22 07:46:00,2011-03-22,03:46:00,3,201135020438,"5200 BLOCK ARBOR ST",400,"Aggravated Assault Firearm",-75.11721296,40.03032207,40.03032207,-75.11721296,"2011","Y"
"86",5590,"35","2",2011-03-22 07:47:00,2011-03-22,03:47:00,3,201135020439,"5200 BLOCK ARBOR ST",400,"Aggravated Assault Firearm",-75.11721296,40.03032207,40.03032207,-75.11721296,"2011","Y"
"87",5609,"14","3",2011-03-11 23:06:00,2011-03-11,18:06:00,18,201114016754,"0 BLOCK W CHELTEN AVE",300,"Robbery Firearm",-75.17649802,40.03410594,40.03410594,-75.17649802,"2011","Y"
"88",5646,"03","4",2011-02-06 21:24:00,2011-02-06,16:24:00,16,201103008215,"500 BLOCK PIERCE ST",400,"Aggravated Assault Firearm",-75.15416174,39.92654996,39.92654996,-75.15416174,"2011","Y"
"89",6453,"35","2",2011-02-16 18:40:00,2011-02-16,13:40:00,13,201135011461,"700 BLOCK W FISHER AVE",400,"Aggravated Assault Firearm",-75.13536415,40.03237715,40.03237715,-75.13536415,"2011","Y"
"90",6483,"18","1",2011-03-03 04:27:00,2011-03-02,23:27:00,23,201118012217,"6000 BLOCK CEDAR AVE",400,"Aggravated Assault Firearm",-75.24472232,39.9526855,39.9526855,-75.24472232,"2011","Y"
"91",5453,"17","2",2011-04-02 08:48:00,2011-04-02,04:48:00,4,201117014930,"1700 BLOCK S 25TH ST",400,"Aggravated Assault Firearm",-75.18702915,39.93039094,39.93039093,-75.18702915,"2011","Y"
"92",5488,"03","3",2011-02-21 23:28:00,2011-02-21,18:28:00,18,201103011747,"900 BLOCK MOORE ST",300,"Robbery Firearm",-75.16207076,39.92714914,39.92714914,-75.16207076,"2011","Y"
"93",5727,"22","2",2011-01-24 03:01:00,2011-01-23,22:01:00,22,201122006466,"2200 BLOCK W FIRTH ST",300,"Robbery Firearm",-75.16973734,39.99328102,39.99328102,-75.16973734,"2011","Y"
"94",5516,"18","2",2011-04-26 03:22:00,2011-04-25,23:22:00,23,201118024423,"4900 BLOCK CHANCELLOR ST",300,"Robbery Firearm",-75.22168918,39.95586342,39.95586342,-75.22168918,"2011","Y"
"95",5773,"35","2",2011-03-22 07:45:00,2011-03-22,03:45:00,3,201135020435,"5200 BLOCK ARBOR ST",400,"Aggravated Assault Firearm",-75.11721296,40.03032207,40.03032207,-75.11721296,"2011","Y"
"96",5798,"09","2",2011-05-29 01:25:00,2011-05-28,21:25:00,21,201109024679,"100 BLOCK N 22ND ST",400,"Aggravated Assault Firearm",-75.17602715,39.95696868,39.95696868,-75.17602714,"2011","Y"
"97",5800,"06","1",2011-02-05 08:51:00,2011-02-05,03:51:00,3,201106005395,"400 BLOCK N 02ND ST",300,"Robbery Firearm",-75.14200719,39.95807022,39.95807022,-75.14200719,"2011","Y"
"98",5807,"25","1",2011-01-14 22:25:00,2011-01-14,17:25:00,17,201125003789,"1100 BLOCK W ONTARIO ST",300,"Robbery Firearm",-75.14713742,40.00401906,40.00401906,-75.14713742,"2011","Y"
"99",6618,"19","3",2011-05-20 02:17:00,2011-05-19,22:17:00,22,201119044783,"2200 BLOCK N 54TH ST",300,"Robbery Firearm",-75.23324442,39.98980834,39.98980834,-75.23324442,"2011","Y"
"100",5860,"02","2",2011-11-06 22:46:00,2011-11-06,17:46:00,17,201102073231,"900 BLOCK KERPER ST",300,"Robbery Firearm",-75.08390965,40.04974221,40.0497422,-75.08390965,"2011","Y"
"101",5863,"18","1",2011-07-16 01:30:00,2011-07-15,21:30:00,21,201118043230,"6000 BLOCK CARPENTER ST",400,"Aggravated Assault Firearm",-75.24353918,39.94866881,39.94866881,-75.24353918,"2011","Y"
"102",5865,"06","1",2011-12-04 08:01:00,2011-12-04,03:01:00,3,201106061799,"600 BLOCK N 06TH ST",300,"Robbery Firearm",-75.14803124,39.96227449,39.96227449,-75.14803124,"2011","Y"
"103",5112,"25","2",2011-07-31 14:42:00,2011-07-31,10:42:00,10,201125067253,"4200 BLOCK N DARIEN ST",300,"Robbery Firearm",-75.14059935,40.01575366,40.01575366,-75.14059935,"2011","Y"
"104",6364,"26","2",2011-05-01 02:31:00,2011-04-30,22:31:00,22,201126023989,"1900 BLOCK HOPE ST",300,"Robbery Firearm",-75.1340516,39.97872726,39.97872726,-75.1340516,"2011","Y"
"105",5266,"35","3",2011-09-27 20:12:00,2011-09-27,16:12:00,16,201135071825,"4900 BLOCK N 17TH ST",400,"Aggravated Assault Firearm",-75.152014,40.02826201,40.02826201,-75.152014,"2011","Y"
"106",5269,"39","3",2011-10-14 00:49:00,2011-10-13,20:49:00,20,201139060392,"2900 BLOCK N BAMBREY ST",400,"Aggravated Assault Firearm",-75.17271582,39.99946902,39.99946902,-75.17271582,"2011","Y"
"107",5271,"15","1",2011-07-01 03:13:00,2011-06-30,23:13:00,23,201115066017,"5000 BLOCK DUFFIELD ST",400,"Aggravated Assault Firearm",-75.07719782,40.019393,40.019393,-75.07719782,"2011","Y"
"108",5118,"25","3",2011-07-29 01:46:00,2011-07-28,21:46:00,21,201125066368,"2900 BLOCK N MARSHALL ST",400,"Aggravated Assault Firearm",-75.14200328,39.99702801,39.99702801,-75.14200328,"2011","Y"
"109",5120,"19","2",2011-09-06 05:54:00,2011-09-06,01:54:00,1,201119079460,"6000 BLOCK MARKET ST",400,"Aggravated Assault Firearm",-75.24140773,39.96204768,39.96204768,-75.24140773,"2011","Y"
"110",5121,"15","3",2011-08-11 02:20:00,2011-08-10,22:20:00,22,201115080066,"4500 BLOCK KNORR ST",400,"Aggravated Assault Firearm",-75.04565571,40.02624711,40.02624711,-75.04565571,"2011","Y"
"111",5123,"03","3",2011-10-08 22:05:00,2011-10-08,18:05:00,18,201103068793,"2600 BLOCK S BROAD ST",300,"Robbery Firearm",-75.17098728,39.9181581,39.9181581,-75.17098728,"2011","Y"
"112",5152,"12","3",2011-03-25 04:39:00,2011-03-25,00:39:00,0,201112023601,"6300 BLOCK THEODORE ST",400,"Aggravated Assault Firearm",-75.22813458,39.92228301,39.92228301,-75.22813458,"2011","Y"
"113",5153,"12","3",2011-03-25 04:39:00,2011-03-25,00:39:00,0,201112023602,"6300 BLOCK THEODORE ST",400,"Aggravated Assault Firearm",-75.22813458,39.92228301,39.92228301,-75.22813458,"2011","Y"
"114",5189,"25","2",2011-04-30 22:31:00,2011-04-30,18:31:00,18,201125038280,"4100 BLOCK N 08TH ST",400,"Aggravated Assault Firearm",-75.14009855,40.01569099,40.01569099,-75.14009855,"2011","Y"
"115",3564,"18","2",2011-05-18 00:48:00,2011-05-17,20:48:00,20,201118029539,"4900 BLOCK LARCHWOOD AVE",300,"Robbery Firearm",-75.22259176,39.95152868,39.95152868,-75.22259176,"2011","Y"
"116",4570,"16","1",2011-07-03 02:02:00,2011-07-02,22:02:00,22,201116029374,"300 BLOCK N 37TH ST",300,"Robbery Firearm",-75.19535967,39.96036482,39.96036482,-75.19535967,"2011","Y"
"117",4578,"09","3",2011-09-03 22:46:00,2011-09-03,18:46:00,18,201109042198,"600 BLOCK N 18TH ST",300,"Robbery Firearm",-75.16709717,39.96656767,39.96656767,-75.16709717,"2011","Y"
"118",3799,"16","1",2011-03-21 14:50:00,2011-03-21,10:50:00,10,201116011904,"0 BLOCK N WIOTA",300,"Robbery Firearm",-75.2027901,39.9591192,39.9591192,-75.2027901,"2011","Y"
"119",3811,"19","1",2011-02-28 13:49:00,2011-02-28,08:49:00,8,201119017599,"7300 BLOCK MALVERN AVE",400,"Aggravated Assault Firearm",-75.26197007,39.97700046,39.97700046,-75.26197007,"2011","Y"
"120",3977,"03","2",2011-08-29 06:36:00,2011-08-29,02:36:00,2,201103058720,"300 BLOCK DICKINSON ST",300,"Robbery Firearm",-75.15185557,39.92956456,39.92956456,-75.15185557,"2011","Y"
"121",4612,"22","1",2011-09-26 15:13:00,2011-09-26,11:13:00,11,201122081917,"1400 BLOCK W YORK ST",300,"Robbery Firearm",-75.15643894,39.98948824,39.98948824,-75.15643894,"2011","Y"
"122",4842,"35","1",2011-02-21 17:17:00,2011-02-21,12:17:00,12,201135012856,"6000 BLOCK N WATER ST",300,"Robbery Firearm",-75.11912289,40.04129321,40.0412932,-75.11912289,"2011","Y"
"123",3981,"15","2",2011-06-25 02:51:00,2011-06-24,22:51:00,22,201115063769,"5300 BLOCK OAKLAND ST",300,"Robbery Firearm",-75.08138179,40.02632341,40.02632341,-75.08138179,"2011","Y"
"124",3992,"03","3",2011-10-10 14:32:00,2011-10-10,10:32:00,10,201103069249,"1400 BLOCK S 09TH ST",300,"Robbery Firearm",-75.15960574,39.93098948,39.93098948,-75.15960574,"2011","Y"
"125",4017,"14","2",2011-10-03 03:00:00,2011-10-02,23:00:00,23,201114073507,"500 BLOCK E BRINGHURST ST",300,"Robbery Firearm",-75.16035799,40.03839913,40.03839913,-75.16035799,"2011","Y"
"126",4018,"39","1",2011-06-11 03:22:00,2011-06-10,23:22:00,23,201139033329,"5300 BLOCK ALFRED ST",400,"Aggravated Assault Firearm",-75.17555556,40.02682816,40.02682816,-75.17555556,"2011","Y"
