"","objectid","dc_dist","psa","dispatch_date_time","dispatch_date","dispatch_time","hour","dc_key","location_block","ucr_general","text_general_code","point_x","point_y","lat","lng","year","GunViolence"
"763",127036,"22","2",2011-04-12 03:23:00,2011-04-11,23:23:00,23,201122030705,"N 24TH ST  /  W CUMBERLAND ST",300,"Robbery Firearm",-75.1714433,39.99295601,39.99295601,-75.1714433,"2011","Y"
"764",127834,"19","1",2011-01-29 17:52:00,2011-01-29,12:52:00,12,201119008049,"6500 BLOCK MEDIA ST",300,"Robbery Firearm",-75.24910403,39.97385658,39.97385658,-75.24910403,"2011","Y"
"765",127943,"19","1",2011-04-10 19:35:00,2011-04-10,15:35:00,15,201119031851,"7500 BLOCK HAVERFORD AVE",400,"Aggravated Assault Firearm",-75.2678998,39.97870983,39.97870983,-75.2678998,"2011","Y"
"766",127173,"22","3",2011-02-07 05:20:00,2011-02-07,00:20:00,0,201122010403,"N 19TH ST  /  W THOMPSON ST",300,"Robbery Firearm",-75.16704469,39.97424148,39.97424148,-75.16704469,"2011","Y"
"767",128488,"15","3",2011-02-26 10:39:00,2011-02-26,05:39:00,5,201115018969,"6900 BLOCK TORRESDALE AVE",300,"Robbery Firearm",-75.04216476,40.02651576,40.02651576,-75.04216475,"2011","Y"
"768",127185,"22","1",2011-04-16 07:55:00,2011-04-16,03:55:00,3,201122032034,"2000 BLOCK GRATZ",400,"Aggravated Assault Firearm",-75.16362831,39.9849912,39.9849912,-75.16362831,"2011","Y"
"769",127188,"35","3",2011-04-29 00:47:00,2011-04-28,20:47:00,20,201135030522,"1600 BLOCK W GRANGE AVE",300,"Robbery Firearm",-75.14802703,40.04190662,40.04190662,-75.14802703,"2011","Y"
"770",127438,"26","2",2011-06-01 01:43:00,2011-05-31,21:43:00,21,201126030197,"1900 BLOCK N HOWARD ST",400,"Aggravated Assault Firearm",-75.13456612,39.97878997,39.97878997,-75.13456612,"2011","Y"
"771",128257,"22","4",2011-01-03 15:55:00,2011-01-03,10:55:00,10,201122000597,"1500 BLOCK N 23RD ST",400,"Aggravated Assault Firearm",-75.17280275,39.97916984,39.97916983,-75.17280275,"2011","Y"
"772",127236,"06","1",2011-04-28 02:59:00,2011-04-27,22:59:00,22,201106020582,"800 BLOCK N 11TH ST",400,"Aggravated Assault Firearm",-75.15504769,39.9666912,39.9666912,-75.15504769,"2011","Y"
"773",127494,"24","3",2011-03-25 04:02:00,2011-03-25,00:02:00,0,201124022159,"3200 BLOCK EMERY ST",300,"Robbery Firearm",-75.10173145,39.9833067,39.9833067,-75.10173145,"2011","Y"
"774",127956,"17","2",2011-04-06 13:50:00,2011-04-06,09:50:00,9,201117015534,"1300 BLOCK S 30TH ST",300,"Robbery Firearm",-75.19387528,39.93629537,39.93629536,-75.19387528,"2011","Y"
"775",127515,"02","2",2011-01-16 04:47:00,2011-01-15,23:47:00,23,201102003100,"500 BLOCK E HILL CREEK DR",400,"Aggravated Assault Firearm",-75.10992944,40.03740362,40.03740362,-75.10992944,"2011","Y"
"776",127523,"22","4",2011-03-01 02:51:00,2011-02-28,21:51:00,21,201122017231,"2200 BLOCK W OXFORD ST",300,"Robbery Firearm",-75.17121607,39.97896163,39.97896163,-75.17121607,"2011","Y"
"777",127526,"25","1",2011-03-08 22:05:00,2011-03-08,17:05:00,17,201125021256,"3500 BLOCK N MARVINE ST",400,"Aggravated Assault Firearm",-75.14735443,40.00559189,40.00559189,-75.14735443,"2011","Y"
"778",127527,"22","4",2011-03-20 04:48:00,2011-03-20,00:48:00,0,201122023415,"3000 BLOCK W CABOT ST",400,"Aggravated Assault Firearm",-75.18479365,39.97614007,39.97614006,-75.18479365,"2011","Y"
"779",127528,"06","1",2011-03-20 07:10:00,2011-03-20,03:10:00,3,201106013194,"400 BLOCK N AMERICAN ST",300,"Robbery Firearm",-75.14287894,39.95819648,39.95819648,-75.14287894,"2011","Y"
"780",127529,"18","3",2011-03-21 20:23:00,2011-03-21,16:23:00,16,201118016315,"S MARKOE ST  /  WOODLAND AV",400,"Aggravated Assault Firearm",-75.21016399,39.94406778,39.94406778,-75.21016399,"2011","Y"
"781",128328,"39","2",2011-04-02 00:10:00,2011-04-01,20:10:00,20,201139017754,"1700 BLOCK W BUTLER ST",300,"Robbery Firearm",-75.15637319,40.01196485,40.01196485,-75.15637319,"2011","Y"
"782",127553,"22","2",2011-04-24 00:31:00,2011-04-23,20:31:00,20,201122034441,"1800 BLOCK N 32ND ST",400,"Aggravated Assault Firearm",-75.18621605,39.98465778,39.98465778,-75.18621605,"2011","Y"
"783",127558,"22","2",2011-05-16 04:06:00,2011-05-16,00:06:00,0,201122041601,"2600 BLOCK N 24TH ST",400,"Aggravated Assault Firearm",-75.17111787,39.99445353,39.99445353,-75.17111787,"2011","Y"
"784",127325,"22","2",2011-04-27 15:46:00,2011-04-27,11:46:00,11,201122035523,"2600 BLOCK RIDGE DR",400,"Aggravated Assault Firearm",-75.1776886,39.98484669,39.98484669,-75.1776886,"2011","Y"
"785",127328,"18","2",2011-01-01 14:12:00,2011-01-01,09:12:00,9,201118000079,"5400 BLOCK IRVING ST",400,"Aggravated Assault Firearm",-75.23180305,39.95595768,39.95595768,-75.23180305,"2011","Y"
"786",127329,"22","1",2011-01-09 01:37:00,2011-01-08,20:37:00,20,201122002281,"1000 BLOCK W YORK ST",300,"Robbery Firearm",-75.15024069,39.988694,39.988694,-75.15024069,"2011","Y"
"787",127331,"22","1",2011-02-14 05:21:00,2011-02-14,00:21:00,0,201122012564,"1200 BLOCK W HAZZARD ST",300,"Robbery Firearm",-75.15125091,39.99149071,39.99149071,-75.1512509,"2011","Y"
"788",127332,"22","2",2011-02-15 18:14:00,2011-02-15,13:14:00,13,201122012975,"2100 BLOCK N NATRONA ST",400,"Aggravated Assault Firearm",-75.18566589,39.99008626,39.99008625,-75.18566589,"2011","Y"
"789",127336,"19","2",2011-03-05 23:24:00,2011-03-05,18:24:00,18,201119019566,"0 BLOCK N DEWEY ST",300,"Robbery Firearm",-75.24308032,39.96387287,39.96387287,-75.24308032,"2011","Y"
"790",127339,"22","4",2011-03-21 20:02:00,2011-03-21,16:02:00,16,201122023765,"1600 BLOCK N 26TH",400,"Aggravated Assault Firearm",-75.17737668,39.98071115,39.98071115,-75.17737668,"2011","Y"
"791",127588,"19","2",2011-02-08 19:29:00,2011-02-08,14:29:00,14,201119011105,"6000 BLOCK RACE ST",300,"Robbery Firearm",-75.24101043,39.96562753,39.96562753,-75.24101043,"2011","Y"
"792",128045,"15","1",2011-02-18 03:43:00,2011-02-17,22:43:00,22,201115015943,"4500 BLOCK DITMAN ST",400,"Aggravated Assault Firearm",-75.08266983,40.00994802,40.00994802,-75.08266983,"2011","Y"
"793",128050,"14","3",2011-03-25 23:47:00,2011-03-25,19:47:00,19,201114020340,"0 BLOCK W QUEEN LN",300,"Robbery Firearm",-75.16852665,40.0319548,40.0319548,-75.16852665,"2011","Y"
"794",127362,"18","1",2011-04-07 20:36:00,2011-04-07,16:36:00,16,201118020155,"6100 BLOCK OSAGE AVE",400,"Aggravated Assault Firearm",-75.24621945,39.95523317,39.95523317,-75.24621945,"2011","Y"
"795",128398,"35","2",2011-04-09 13:57:00,2011-04-09,09:57:00,9,201135025217,"5500 BLOCK N 04TH ST",300,"Robbery Firearm",-75.12898235,40.034694,40.03469399,-75.12898235,"2011","Y"
"796",127372,"22","2",2011-04-09 03:14:00,2011-04-08,23:14:00,23,201122029732,"2200 BLOCK W SERGEANT ST",400,"Aggravated Assault Firearm",-75.16804593,39.99348774,39.99348774,-75.16804593,"2011","Y"
"797",127625,"35","3",2011-02-28 03:09:00,2011-02-27,22:09:00,22,201135014570,"1800 BLOCK STENTON AVE",300,"Robbery Firearm",-75.14935806,40.05114387,40.05114387,-75.14935807,"2011","Y"
"798",128090,"19","2",2011-04-19 02:01:00,2011-04-18,22:01:00,22,201119034491,"400 BLOCK N 55TH ST",300,"Robbery Firearm",-75.23006041,39.96765849,39.96765849,-75.23006041,"2011","Y"
"799",128435,"39","1",2011-04-05 03:17:00,2011-04-04,23:17:00,23,201139018416,"3200 BLOCK MC MICHAEL ST",400,"Aggravated Assault Firearm",-75.17724125,40.01239655,40.01239655,-75.17724125,"2011","Y"
"800",126889,"22","2",2011-05-16 03:47:00,2011-05-15,23:47:00,23,201122041618,"2300 BLOCK W DIAMOND ST",400,"Aggravated Assault Firearm",-75.17198161,39.98671458,39.98671458,-75.17198161,"2011","Y"
"801",126898,"12","2",2011-01-12 06:50:00,2011-01-12,01:50:00,1,201112002790,"S 60TH ST  /  CHESTER AV",300,"Robbery Firearm",-75.23153518,39.93364342,39.93364342,-75.23153518,"2011","Y"
"802",127686,"39","3",2011-03-22 00:59:00,2011-03-21,20:59:00,20,201139015577,"2600 BLOCK W STERNER ST",400,"Aggravated Assault Firearm",-75.17542484,39.99714504,39.99714504,-75.17542484,"2011","Y"
"803",127051,"22","1",2011-01-12 04:22:00,2011-01-11,23:22:00,23,201122002964,"1600 BLOCK W HUNTINGDON ST",400,"Aggravated Assault Firearm",-75.15869422,39.99285196,39.99285196,-75.15869422,"2011","Y"
"804",127052,"15","2",2011-01-28 15:11:00,2011-01-28,10:11:00,10,201115008758,"3100 BLOCK LEVICK ST",400,"Aggravated Assault Firearm",-75.05818389,40.02910525,40.02910525,-75.05818389,"2011","Y"
"805",127053,"22","2",2011-02-13 08:42:00,2011-02-13,03:42:00,3,201122012344,"2100 BLOCK SEDGLEY ST",400,"Aggravated Assault Firearm",-75.1682504,39.99258875,39.99258875,-75.16825039,"2011","Y"
"806",127059,"17","2",2011-02-26 20:18:00,2011-02-26,15:18:00,15,201117008843,"1500 BLOCK S 31ST ST",400,"Aggravated Assault Firearm",-75.19570502,39.93525483,39.93525483,-75.19570502,"2011","Y"
"807",127060,"22","2",2011-03-11 14:13:00,2011-03-11,09:13:00,9,201122020436,"2400 BLOCK DIAMOND ST",400,"Aggravated Assault Firearm",-75.17436387,39.98703339,39.98703339,-75.17436387,"2011","Y"
"808",126905,"15","2",2011-05-22 18:58:00,2011-05-22,14:58:00,14,201115050894,"1300 BLOCK BRILL ST",300,"Robbery Firearm",-75.07957368,40.02606438,40.02606438,-75.07957368,"2011","Y"
"809",127704,"17","3",2011-04-12 01:00:00,2011-04-11,21:00:00,21,201117016643,"1300 BLOCK S COLORADO ST",400,"Aggravated Assault Firearm",-75.17294912,39.93484697,39.93484697,-75.17294912,"2011","Y"
"810",127705,"01","1",2011-04-12 01:16:00,2011-04-11,21:16:00,21,201101014713,"1800 BLOCK S 20TH ST",300,"Robbery Firearm",-75.17854133,39.92885298,39.92885297,-75.17854133,"2011","Y"
"811",127710,"25","2",2011-04-26 06:23:00,2011-04-26,02:23:00,2,201125036564,"E WYOMING AV  /  RORER ST",400,"Aggravated Assault Firearm",-75.1146771,40.02037571,40.02037571,-75.1146771,"2011","Y"
"812",127727,"19","1",2011-04-04 20:53:00,2011-04-04,16:53:00,16,201119029750,"WYNNEWOOD RD  /  JEFFERSON ST",400,"Aggravated Assault Firearm",-75.24741236,39.97816143,39.97816143,-75.24741236,"2011","Y"
"813",127746,"12","3",2011-01-24 23:35:00,2011-01-24,18:35:00,18,201112006377,"S 65TH ST  /  LINDBERGH BLVD",300,"Robbery Firearm",-75.22589622,39.91850893,39.91850893,-75.22589622,"2011","Y"
"814",127771,"02","1",2011-04-01 14:52:00,2011-04-01,10:52:00,10,201102019992,"900 BLOCK BRIDGE ST",400,"Aggravated Assault Firearm",-75.09180871,40.03215491,40.03215491,-75.09180871,"2011","Y"
"815",127139,"22","1",2011-04-21 00:25:00,2011-04-20,20:25:00,20,201122033447,"N 12TH ST  /  W HUNTINGDON ST",400,"Aggravated Assault Firearm",-75.15116119,39.99187925,39.99187925,-75.15116119,"2011","Y"
"816",126998,"22","3",2011-01-08 23:59:00,2011-01-08,18:59:00,18,201122002254,"N 10TH ST  /  MASTER ST",400,"Aggravated Assault Firearm",-75.15191837,39.9735979,39.9735979,-75.15191837,"2011","Y"
"817",126999,"35","2",2011-03-29 06:13:00,2011-03-29,02:13:00,2,201135022148,"400 BLOCK W OLNEY AVE",300,"Robbery Firearm",-75.13052026,40.03644645,40.03644645,-75.13052026,"2011","Y"
"818",127002,"19","3",2011-01-07 01:12:00,2011-01-06,20:12:00,20,201119001704,"5300 BLOCK EUCLID ST",400,"Aggravated Assault Firearm",-75.23030358,39.98555465,39.98555465,-75.23030358,"2011","Y"
"819",127003,"06","1",2011-01-15 04:27:00,2011-01-14,23:27:00,23,201106002141,"900 BLOCK OGDEN PL",400,"Aggravated Assault Firearm",-75.15315144,39.96795302,39.96795301,-75.15315143,"2011","Y"
"820",127898,"15","1",2011-03-10 17:50:00,2011-03-10,12:50:00,12,201115023334,"4700 BLOCK FRANKFORD AVE",300,"Robbery Firearm",-75.08266784,40.01673019,40.01673019,-75.08266784,"2011","Y"
"821",127905,"19","2",2011-01-20 01:04:00,2011-01-19,20:04:00,20,201119005308,"N 60TH ST  /  LANSDOWNE AV",300,"Robbery Firearm",-75.24023682,39.97592648,39.97592648,-75.24023682,"2011","Y"
"822",126214,"24","3",2011-02-02 21:25:00,2011-02-02,16:25:00,16,201124008103,"2300 BLOCK E ANN ST",300,"Robbery Firearm",-75.11235799,39.98702959,39.98702959,-75.11235799,"2011","Y"
"823",126430,"15","2",2011-04-23 16:42:00,2011-04-23,12:42:00,12,201115039546,"4400 BLOCK MAGEE AVE",300,"Robbery Firearm",-75.05110675,40.026417,40.026417,-75.05110675,"2011","Y"
"824",126666,"39","3",2011-01-08 01:53:00,2011-01-07,20:53:00,20,201139001338,"2200 BLOCK W LEHIGH AVE",300,"Robbery Firearm",-75.16860893,39.99577142,39.99577141,-75.16860893,"2011","Y"
"825",126458,"39","1",2011-03-23 23:29:00,2011-03-23,19:29:00,19,201139015973,"4600 BLOCK NEWHALL ST",400,"Aggravated Assault Firearm",-75.1643047,40.0222032,40.0222032,-75.1643047,"2011","Y"
"826",125848,"09","2",2011-05-20 22:11:00,2011-05-20,18:11:00,18,201109023063,"500 BLOCK N BROAD ST",300,"Robbery Firearm",-75.16111182,39.96379804,39.96379804,-75.16111182,"2011","Y"
"827",125852,"25","3",2011-05-18 00:58:00,2011-05-17,20:58:00,20,201125043819,"300 BLOCK E ALLEGHENY AVE",300,"Robbery Firearm",-75.12434255,39.99791211,39.99791211,-75.12434255,"2011","Y"
"828",126486,"01","1",2011-03-02 07:04:00,2011-03-02,02:04:00,2,201101008749,"2700 BLOCK SNYDER AVE",300,"Robbery Firearm",-75.1910332,39.92655856,39.92655856,-75.1910332,"2011","Y"
"829",126739,"19","1",2011-03-17 11:35:00,2011-03-17,07:35:00,7,201119023642,"6500 BLOCK HAVERFORD AVE",300,"Robbery Firearm",-75.25133255,39.97152608,39.97152608,-75.25133255,"2011","Y"
"830",125702,"05","3",2011-01-06 20:30:00,2011-01-06,15:30:00,15,201105000372,"RIDGE AV  /  PORT ROYAL AVE",400,"Aggravated Assault Firearm",-75.23818438,40.05978043,40.05978043,-75.23818438,"2011","Y"
"831",126520,"35","3",2011-01-08 00:16:00,2011-01-07,19:16:00,19,201135001718,"6100 BLOCK N LAMBERT ST",400,"Aggravated Assault Firearm",-75.15490506,40.04734484,40.04734484,-75.15490506,"2011","Y"
"832",126824,"22","2",2011-05-30 22:52:00,2011-05-30,18:52:00,18,201122046164,"N 23RD ST  /  DIAMOND ST",300,"Robbery Firearm",-75.17117908,39.98661571,39.98661571,-75.17117908,"2011","Y"
"833",125936,"02","1",2011-04-30 00:05:00,2011-04-29,20:05:00,20,201102027182,"6300 BLOCK CASTOR AVE",300,"Robbery Firearm",-75.0780131,40.03883562,40.03883562,-75.0780131,"2011","Y"
"834",125943,"02","2",2011-05-03 07:17:00,2011-05-03,03:17:00,3,201102027957,"400 BLOCK LARDNER ST",300,"Robbery Firearm",-75.10032418,40.0472028,40.0472028,-75.10032418,"2011","Y"
"835",126597,"12","4",2011-02-25 04:20:00,2011-02-24,23:20:00,23,201112015043,"5400 BLOCK REGENT ST",300,"Robbery Firearm",-75.22346391,39.93804236,39.93804236,-75.22346391,"2011","Y"
"836",125139,"14","2",2011-04-09 21:52:00,2011-04-09,17:52:00,17,201114024388,"CHEW AV  /  E HORTTER ST",300,"Robbery Firearm",-75.18025544,40.05496452,40.05496452,-75.18025544,"2011","Y"
"837",125424,"03","3",2011-01-24 14:53:00,2011-01-24,09:53:00,9,201103005357,"2600 BLOCK S 06TH ST",300,"Robbery Firearm",-75.15798387,39.91648211,39.91648211,-75.15798387,"2011","Y"
"838",125189,"22","3",2011-01-28 06:23:00,2011-01-28,01:23:00,1,201122007476,"N 21ST ST  /  CECIL B MOORE AV",300,"Robbery Firearm",-75.16928961,39.9801642,39.98016419,-75.16928961,"2011","Y"
"839",125485,"12","2",2011-04-11 05:07:00,2011-04-11,01:07:00,1,201112028428,"2400 BLOCK ISLAND AVE",300,"Robbery Firearm",-75.24385127,39.91409888,39.91409888,-75.24385127,"2011","Y"
"840",126100,"15","1",2011-02-07 13:38:00,2011-02-07,08:38:00,8,201115012116,"5100 BLOCK GRISCOM ST",300,"Robbery Firearm",-75.08028425,40.02187558,40.02187558,-75.08028425,"2011","Y"
"841",126117,"24","2",2011-04-10 22:11:00,2011-04-10,18:11:00,18,201124027162,"2300 BLOCK E ANN ST",400,"Aggravated Assault Firearm",-75.11235799,39.98702959,39.98702959,-75.11235799,"2011","Y"
"842",126326,"12","3",2011-04-04 11:43:00,2011-04-04,07:43:00,7,201112026430,"6100 BLOCK WOODLAND AVE",300,"Robbery Firearm",-75.23065718,39.92816716,39.92816715,-75.23065718,"2011","Y"
"843",126135,"16","1",2011-04-09 04:37:00,2011-04-09,00:37:00,0,201116014767,"3300 BLOCK BRANDYWINE ST",300,"Robbery Firearm",-75.1900529,39.96367103,39.96367103,-75.1900529,"2011","Y"
"844",126141,"15","3",2011-03-13 05:41:00,2011-03-13,00:41:00,0,201115024407,"LONGSHORE AV  /  TORRESDALE AV",300,"Robbery Firearm",-75.0432549,40.0259529,40.0259529,-75.0432549,"2011","Y"
"845",126146,"22","1",2011-02-22 06:41:00,2011-02-22,01:41:00,1,201122015138,"N 18TH ST  /  DIAMOND ST",300,"Robbery Firearm",-75.16295302,39.9855518,39.9855518,-75.16295302,"2011","Y"
"846",126183,"12","4",2011-01-08 06:55:00,2011-01-08,01:55:00,1,201112001895,"800 BLOCK S 51ST ST",300,"Robbery Firearm",-75.22430623,39.94686296,39.94686296,-75.22430623,"2011","Y"
"847",131789,"12","4",2011-02-28 02:41:00,2011-02-27,21:41:00,21,201112015947,"S 50TH ST  /  WILLOWS AV",300,"Robbery Firearm",-75.22304532,39.94770169,39.94770169,-75.22304532,"2011","Y"
"848",131024,"09","3",2011-05-26 04:03:00,2011-05-26,00:03:00,0,201109024095,"N 20TH ST  /  NORTH ST",300,"Robbery Firearm",-75.17029861,39.96667289,39.96667289,-75.17029861,"2011","Y"
"849",131515,"39","2",2011-04-07 18:52:00,2011-04-07,14:52:00,14,201139018925,"2200 BLOCK W ESTAUGH ST",300,"Robbery Firearm",-75.16666987,40.00731274,40.00731274,-75.16666987,"2011","Y"
"850",131839,"26","1",2011-05-31 04:42:00,2011-05-31,00:42:00,0,201126030041,"2200 BLOCK N REESE ST",400,"Aggravated Assault Firearm",-75.14254019,39.98452527,39.98452527,-75.14254019,"2011","Y"
"851",131909,"39","3",2011-01-16 19:04:00,2011-01-16,14:04:00,14,201139002942,"2800 BLOCK N 27TH ST",400,"Aggravated Assault Firearm",-75.17518979,39.99824239,39.99824239,-75.17518979,"2011","Y"
"852",130354,"15","3",2011-05-23 03:30:00,2011-05-22,23:30:00,23,201115051000,"6700 BLOCK TORRESDALE AVE",300,"Robbery Firearm",-75.04655346,40.02425098,40.02425098,-75.04655346,"2011","Y"
"853",131153,"26","3",2011-03-03 20:08:00,2011-03-03,15:08:00,15,201126012142,"1200 BLOCK LEOPARD ST",300,"Robbery Firearm",-75.13535711,39.96873558,39.96873558,-75.13535711,"2011","Y"
"854",131934,"25","2",2011-02-13 03:38:00,2011-02-12,22:38:00,22,201125013116,"600 BLOCK W BRISTOL ST",300,"Robbery Firearm",-75.13681412,40.01690836,40.01690836,-75.13681412,"2011","Y"
"855",131667,"03","1",2011-05-13 20:56:00,2011-05-13,16:56:00,16,201103031832,"800 BLOCK CATHARINE ST",300,"Robbery Firearm",-75.15659507,39.93962922,39.93962922,-75.15659507,"2011","Y"
"856",129303,"24","1",2011-05-09 23:44:00,2011-05-09,19:44:00,19,201124035901,"1300 BLOCK E LUZERNE ST",400,"Aggravated Assault Firearm",-75.10206968,40.00762231,40.00762231,-75.10206968,"2011","Y"
"857",129380,"03","2",2011-01-06 00:40:00,2011-01-05,19:40:00,19,201103001297,"S 13TH ST  /  WHARTON ST",300,"Robbery Firearm",-75.16543413,39.93388044,39.93388044,-75.16543413,"2011","Y"
"858",129247,"24","1",2011-05-10 04:11:00,2011-05-10,00:11:00,0,201124035945,"1300 BLOCK E LUZERNE ST",400,"Aggravated Assault Firearm",-75.10206968,40.00762231,40.00762231,-75.10206968,"2011","Y"
"859",128580,"25","3",2011-01-08 10:22:00,2011-01-08,05:22:00,5,201125002182,"C ST  /  E WESTMORELAND ST",400,"Aggravated Assault Firearm",-75.1228716,39.9993563,39.9993563,-75.1228716,"2011","Y"
"860",130102,"22","4",2011-01-26 01:42:00,2011-01-25,20:42:00,20,201122007021,"1400 BLOCK N 29TH ST",400,"Aggravated Assault Firearm",-75.18282208,39.97758564,39.97758564,-75.18282208,"2011","Y"
"861",128866,"22","1",2011-01-03 20:50:00,2011-01-03,15:50:00,15,201122000649,"2100 BLOCK N PARK AVE",300,"Robbery Firearm",-75.15494162,39.98612754,39.98612754,-75.15494162,"2011","Y"
"862",128877,"24","3",2011-02-02 02:01:00,2011-02-01,21:01:00,21,201124007897,"2300 BLOCK E CLEARFIELD ST",300,"Robbery Firearm",-75.10978127,39.98837629,39.98837629,-75.10978127,"2011","Y"
"863",128612,"35","3",2011-01-06 18:09:00,2011-01-06,13:09:00,13,201135001370,"5900 BLOCK N 17TH ST",300,"Robbery Firearm",-75.14852858,40.04422939,40.04422939,-75.14852858,"2011","Y"
"864",128639,"24","1",2011-04-10 18:34:00,2011-04-10,14:34:00,14,201124027118,"3600 BLOCK AMBER ST",300,"Robbery Firearm",-75.10036977,39.99721537,39.99721537,-75.10036977,"2011","Y"
"865",129698,"22","4",2011-01-26 02:58:00,2011-01-25,21:58:00,21,201122007032,"1400 BLOCK N 29TH ST",400,"Aggravated Assault Firearm",-75.18282208,39.97758564,39.97758564,-75.18282208,"2011","Y"
"866",128695,"19","1",2011-01-04 13:36:00,2011-01-04,08:36:00,8,201119000844,"100 BLOCK N 63RD ST",300,"Robbery Firearm",-75.2461108,39.96580636,39.96580636,-75.2461108,"2011","Y"
"867",128703,"39","1",2011-02-03 03:03:00,2011-02-02,22:03:00,22,201139005987,"3200 BLOCK MC MICHAEL ST",300,"Robbery Firearm",-75.17724125,40.01239655,40.01239655,-75.17724125,"2011","Y"
"868",128706,"35","2",2011-02-17 15:24:00,2011-02-17,10:24:00,10,201135011689,"4900 BLOCK N HUTCHINSON ST",300,"Robbery Firearm",-75.13951039,40.02665714,40.02665714,-75.13951039,"2011","Y"
"869",129564,"22","3",2011-05-23 19:30:00,2011-05-23,15:30:00,15,201122043820,"N 15TH ST  /  W STILES ST",400,"Aggravated Assault Firearm",-75.1609359,39.9726094,39.9726094,-75.1609359,"2011","Y"
"870",129608,"18","2",2011-04-18 00:47:00,2011-04-17,20:47:00,20,201118022599,"600 BLOCK S 55TH ST",300,"Robbery Firearm",-75.23311546,39.94971371,39.94971371,-75.23311546,"2011","Y"
"871",129624,"15","3",2011-05-14 05:38:00,2011-05-14,01:38:00,1,201115047617,"7300 BLOCK LEON ST",300,"Robbery Firearm",-75.04253821,40.03773193,40.03773193,-75.04253821,"2011","Y"
"872",129641,"12","3",2011-01-22 04:59:00,2011-01-21,23:59:00,23,201112005724,"5500 BLOCK YOCUM ST",400,"Aggravated Assault Firearm",-75.2219872,39.93522798,39.93522798,-75.22198721,"2011","Y"
"873",129070,"25","2",2011-03-27 06:15:00,2011-03-27,02:15:00,2,201125027255,"4900 BLOCK RISING SUN AVE",300,"Robbery Firearm",-75.12323379,40.02457487,40.02457487,-75.12323379,"2011","Y"
"874",128808,"35","1",2011-04-12 06:38:00,2011-04-12,02:38:00,2,201135025976,"5700 BLOCK N FAIRHILL ST",300,"Robbery Firearm",-75.13116499,40.03813085,40.03813085,-75.13116499,"2011","Y"
"875",134887,"14","1",2011-03-03 17:34:00,2011-03-03,12:34:00,12,201114014580,"2200 BLOCK 74TH AVE",300,"Robbery Firearm",-75.15525268,40.06719411,40.06719411,-75.15525268,"2011","Y"
"876",135174,"18","2",2011-03-21 02:29:00,2011-03-20,22:29:00,22,201118016178,"S 50TH ST  /  CEDAR AV",300,"Robbery Firearm",-75.22291689,39.94998452,39.94998452,-75.22291689,"2011","Y"
"877",134408,"22","2",2011-09-25 03:12:00,2011-09-24,23:12:00,23,201122081557,"2100 BLOCK N 23RD ST",400,"Aggravated Assault Firearm",-75.1682504,39.99258875,39.99258875,-75.16825039,"2011","Y"
"878",134182,"19","2",2011-09-02 23:47:00,2011-09-02,19:47:00,19,201119078423,"600 BLOCK N 55TH ST",400,"Aggravated Assault Firearm",-75.23040738,39.96950591,39.96950591,-75.23040738,"2011","Y"
"879",134184,"02","1",2011-12-16 01:54:00,2011-12-15,20:54:00,20,201102081761,"1300 BLOCK HELLERMAN ST",300,"Robbery Firearm",-75.07976061,40.04266378,40.04266378,-75.07976061,"2011","Y"
"880",134471,"14","2",2011-07-03 05:47:00,2011-07-03,01:47:00,1,201114048681,"6100 BLOCK BELFIELD AVE",400,"Aggravated Assault Firearm",-75.17175843,40.04836857,40.04836857,-75.17175843,"2011","Y"
"881",134510,"19","2",2011-11-11 23:56:00,2011-11-11,18:56:00,18,201119100335,"200 BLOCK N ROBINSON ST",300,"Robbery Firearm",-75.24308019,39.96543531,39.96543531,-75.24308019,"2011","Y"
"882",134968,"12","4",2011-01-18 02:01:00,2011-01-17,21:01:00,21,201112004409,"S 49TH ST  /  KINGSESSING AV",300,"Robbery Firearm",-75.21524947,39.94309641,39.94309641,-75.21524947,"2011","Y"
"883",134528,"15","3",2011-07-13 04:05:00,2011-07-13,00:05:00,0,201115070282,"6800 BLOCK MARSDEN ST",300,"Robbery Firearm",-75.0452064,40.02573545,40.02573545,-75.0452064,"2011","Y"
"884",135070,"19","2",2011-03-15 23:17:00,2011-03-15,19:17:00,19,201119023157,"N 59TH ST  /  RACE ST",400,"Aggravated Assault Firearm",-75.23813882,39.96481993,39.96481993,-75.23813882,"2011","Y"
"885",132335,"15","1",2011-01-08 22:58:00,2011-01-08,17:58:00,17,201115002580,"1300 BLOCK FILLMORE ST",300,"Robbery Firearm",-75.08682122,40.02097596,40.02097596,-75.08682122,"2011","Y"
"886",133169,"15","2",2011-04-21 00:57:00,2011-04-20,20:57:00,20,201115038544,"5200 BLOCK TORRESDALE AVE",300,"Robbery Firearm",-75.069135,40.01348127,40.01348127,-75.069135,"2011","Y"
"887",133364,"26","3",2011-08-12 06:57:00,2011-08-12,02:57:00,2,201126044204,"2400 BLOCK AMBER ST",300,"Robbery Firearm",-75.12855559,39.9824891,39.9824891,-75.12855559,"2011","Y"
"888",132581,"15","3",2011-05-06 19:32:00,2011-05-06,15:32:00,15,201115044627,"4700 BLOCK VAN KIRK",400,"Aggravated Assault Firearm",-75.06185828,40.01633113,40.01633113,-75.06185828,"2011","Y"
