"","objectid","dc_dist","psa","dispatch_date_time","dispatch_date","dispatch_time","hour","dc_key","location_block","ucr_general","text_general_code","point_x","point_y","lat","lng","year","GunViolence"
"21",159021,"02","1",2019-08-27 04:32:00,2019-08-27,00:32:00,0,201902047781,"5900 BLOCK ROOSEVELT BLVDVELT BLVD",300,"Robbery Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"22",159030,"19","2",2019-02-24 08:05:00,2019-02-24,03:05:00,3,201919015575,"W 6300 HAVERFORD AVORD AVE",400,"Aggravated Assault Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"23",159033,"26","3",2019-05-29 00:48:00,2019-05-28,20:48:00,20,201926021682,"100 BLOCK E HUNTINGDON STNGDON ST",400,"Aggravated Assault Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"24",159046,"24","2",2019-10-15 02:09:00,2019-10-14,22:09:00,22,201924101723,"2000 BLOCK E MONMOUTH ST",400,"Aggravated Assault Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"25",159047,"19","2",2019-10-29 06:26:00,2019-10-29,02:26:00,2,201919097341,"N 5600 ARCH ST T",300,"Robbery Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"26",162635,"12","3",2019-01-09 06:49:00,2019-01-09,01:49:00,1,201912002002,"S 6700 DICKS",400,"Aggravated Assault Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"27",162636,"15","2",2019-02-15 21:30:00,2019-02-15,16:30:00,16,201915014139,"5200 BLOCK TORRESDALE AVERBISON AVE",300,"Robbery Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"28",162641,"12","3",2019-02-03 19:43:00,2019-02-03,14:43:00,14,201912008867,"6300 BLOCK HARLEY ST",400,"Aggravated Assault Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"29",163307,"39","2",2019-12-06 23:00:00,2019-12-06,18:00:00,18,201939104351,"N 3700 N 18TH",400,"Aggravated Assault Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"30",163320,"25","4",2019-01-15 08:49:00,2019-01-15,03:49:00,3,201925003993,"3200 BLOCK GERMANTOWN AVEGLENWOOD AVE",300,"Robbery Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"31",163321,"12","3",2019-02-03 23:32:00,2019-02-03,18:32:00,18,201912008912,"6300 BLOCK HARLEY ST",400,"Aggravated Assault Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"32",163335,"22","3",2019-08-07 10:24:00,2019-08-07,06:24:00,6,201922068497,"2000 BLOCK POPLAR STREET ST",300,"Robbery Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"33",163336,"35","2",2019-08-16 15:54:00,2019-08-16,11:54:00,11,201935075303,"1300 BLOCK ALBANUS STREETNUS ST",400,"Aggravated Assault Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"34",163337,"24","1",2019-09-17 20:31:00,2019-09-17,16:31:00,16,201924091765,"3100 BLOCK FRANKFORD AVE LLEGHENY AVE",300,"Robbery Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"35",163168,"07","2",2019-06-23 02:08:00,2019-06-22,22:08:00,22,201907016386,"600 BLOCK WYNMILL PL",300,"Robbery Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"36",163209,"09","1",2019-11-19 23:37:00,2019-11-19,18:37:00,18,201909048806,"2300 BLOCK SANSOM STREET ST",300,"Robbery Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"37",163228,"18","3",2019-07-25 03:52:00,2019-07-24,23:52:00,23,201918065697,"4400 BLOCK CHESTER AVE",300,"Robbery Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"38",163244,"39","1",2019-05-06 13:21:00,2019-05-06,09:21:00,9,201939036641,"4700 BLOCK WISSAHICKON AVAV",400,"Aggravated Assault Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"39",163263,"03","3",2019-10-29 07:42:00,2019-10-29,03:42:00,3,201903079111,"700 BLOCK FEDERAL STREET ST",300,"Robbery Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"40",163272,"15","1",2019-11-01 11:03:00,2019-11-01,07:03:00,7,201915112949,"4900 BLOCK FRANKFORD AVE",400,"Aggravated Assault Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"41",163273,"22","4",2019-01-07 23:01:00,2019-01-07,18:01:00,18,201922002016,"2200 BLOCK W CECIL B MOOR MOORE AVE",300,"Robbery Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"42",162524,"25","3",2019-01-08 16:01:00,2019-01-08,11:01:00,11,201925002048,"3600 BLOCK ST CHRISTOPHER DWY",400,"Aggravated Assault Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"43",162570,"05","1",2019-08-01 05:41:00,2019-08-01,01:41:00,1,201905013287,"200 BLOCK ROXBOROUGH AVE ST",400,"Aggravated Assault Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"44",162577,"22","3",2019-11-30 13:05:00,2019-11-30,08:05:00,8,201922105815,"11TH & GIRARD AVE",300,"Robbery Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"45",162663,"15","3",2019-12-12 00:48:00,2019-12-11,19:48:00,19,201915129096,"7300 BLOCK FRANKFORD AVE ORD AVE",400,"Aggravated Assault Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"46",162687,"25","1",2019-09-18 09:04:00,2019-09-18,05:04:00,5,201925075732,"N 12TH ST  /  W LYCOMING ST",300,"Robbery Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"47",162688,"17","1",2019-06-15 21:43:00,2019-06-15,17:43:00,17,201917025629,"900 BLOCK S 22ST ST",400,"Aggravated Assault Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"48",162604,"06","1",2019-07-15 06:47:00,2019-07-15,02:47:00,2,201906034399,"400 BLOCK N CHRISTOPH",400,"Aggravated Assault Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"49",162689,"17","1",2019-06-15 19:25:00,2019-06-15,15:25:00,15,201917025616,"900 BLOCK S 22ST ST",400,"Aggravated Assault Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"50",162694,"12","4",2019-07-18 07:07:00,2019-07-18,03:07:00,3,201912059305,"S 55TH ST  /  WARRINGTON AV",400,"Aggravated Assault Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"51",162609,"15","1",2019-07-14 08:32:00,2019-07-14,04:32:00,4,201915070812,"BRIDGE ST  /  N PENN ST",300,"Robbery Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"52",162614,"19","1",2019-06-19 23:16:00,2019-06-19,19:16:00,19,201919052467,"0 BLOCK  /  VINE ST",400,"Aggravated Assault Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"53",163676,"25","1",2019-10-20 00:06:00,2019-10-19,20:06:00,20,201925084884,"4000 BLOCK M 7TH ST",400,"Aggravated Assault Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"54",163677,"39","1",2019-01-19 00:29:00,2019-01-18,19:29:00,19,201939005211,"3600 BLOCK N19TH ST",400,"Aggravated Assault Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"55",163680,"16","2",2019-01-19 18:57:00,2019-01-19,13:57:00,13,201916002854,"4100 BLOCK LANCASTER AVE EN ST",300,"Robbery Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"56",163928,"25","1",2019-06-18 09:46:00,2019-06-18,05:46:00,5,201925049739,"1100 BLOCK W HUNTING PARK AVE",300,"Robbery Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"57",164087,"18","2",2019-12-06 14:45:00,2019-12-06,09:45:00,9,201918111885,"5000 BLOCK LUDLOWUT ST",300,"Robbery Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"58",163940,"19","2",2019-01-24 23:14:00,2019-01-24,18:14:00,18,201919007220,"5400 BLOCK PENNSGROVE ST ROVE ST",300,"Robbery Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"59",164108,"24","1",2019-10-27 01:27:00,2019-10-26,21:27:00,21,201924105843,"1200 BLOCK E HUNTING PARKARK AVE",300,"Robbery Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"60",164113,"14","1",2019-10-02 02:26:00,2019-10-01,22:26:00,22,201914091235,"7500 BLOCK SOMMERS RD",400,"Aggravated Assault Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"61",164747,"22","2",2019-08-07 03:03:00,2019-08-06,23:03:00,23,201922068445,"2000 BLOCK N 25TH STREET AVE",400,"Aggravated Assault Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"62",164749,"16","1",2019-11-03 15:29:00,2019-11-03,10:29:00,10,201916054365,"0 BLOCK ST  / LANCASTER AVE",300,"Robbery Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"63",163975,"25","4",2019-02-18 01:48:00,2019-02-17,20:48:00,20,201925013435,"3600 BLOCK GERMANTOWN AVE",300,"Robbery Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"64",163981,"17","3",2019-05-27 03:36:00,2019-05-26,23:36:00,23,201917021972,"1700 BLOCK POINTBREEZE AV ST",400,"Aggravated Assault Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"65",163991,"39",NA,2019-10-01 08:04:00,2019-10-01,04:04:00,NA,201939084913,"1900 BLOCK W Somerset St",300,"Robbery Firearm",-75.16320204,39.99669322,39.99669322,-75.16320204,"2019","Y"
"66",164165,"12","4",2019-07-24 08:23:00,2019-07-24,04:23:00,4,201912061304,"S 53RD ST  /  BALTIMORE AV",300,"Robbery Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"67",164031,"24","2",2019-03-05 23:16:00,2019-03-05,18:16:00,18,201924019075,"300 BLOCK E WILLIAMS ST",400,"Aggravated Assault Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"68",164035,"22","2",2019-03-14 00:01:00,2019-03-13,20:01:00,20,201922020877,"25TH DIAMOND ST",300,"Robbery Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"69",164038,"03","3",2019-10-08 02:31:00,2019-10-07,22:31:00,22,201903073267,"1300 BLOCK JOHNSTON ST",300,"Robbery Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"70",164039,"12","3",2019-02-15 21:36:00,2019-02-15,16:36:00,16,201912012256,"5800 BLOCK KINGSESSING AVE",300,"Robbery Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"71",164177,"19","2",2019-04-24 09:13:00,2019-04-24,05:13:00,5,201919034009,"N 53RD ST  /  WARREN ST",300,"Robbery Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"72",164185,"39","3",2019-01-30 17:41:00,2019-01-30,12:41:00,12,201939008949,"RT 1 & WISSAHICKON ST",400,"Aggravated Assault Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"73",164187,"26","3",2019-03-20 05:00:00,2019-03-20,01:00:00,1,201926011048,"1300 BLOCK N DELAWARE AV 1300 N DELAWARE AVE",300,"Robbery Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"74",164213,"14","1",2019-06-19 13:08:00,2019-06-19,09:08:00,9,201914056467,"CHEW AND CHELTEN",400,"Aggravated Assault Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"75",164256,"22","1",2019-10-14 20:43:00,2019-10-14,16:43:00,16,201922092121,"2400 BLOCK N SYDENHAM ST NHAM ST",400,"Aggravated Assault Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"76",164296,"35","2",2019-08-08 19:35:00,2019-08-08,15:35:00,15,201935072801,"800 BLOCK W DUNCANNON AVE",400,"Aggravated Assault Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"77",164304,"24","1",2019-12-24 22:41:00,2019-12-24,17:41:00,17,201924123902,"12000 BLOCK E LUZERNE ST",400,"Aggravated Assault Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"78",163722,"06","1",2019-05-23 00:53:00,2019-05-22,20:53:00,20,201906023808,"500 BLOCK SPRING GDN S",400,"Aggravated Assault Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"79",163733,"06","3",2019-08-03 06:37:00,2019-08-03,02:37:00,2,201906038555,"S 3RD ST  /  DELANCEY ST",300,"Robbery Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"80",163745,"18","1",2019-03-18 12:53:00,2019-03-18,08:53:00,8,201918021826,"60TH / COBBS CREEK PKORE AVE",400,"Aggravated Assault Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"81",163766,"16","1",2019-12-21 17:03:00,2019-12-21,12:03:00,12,201916061145,"46TH / HAVERFORD AVE 51 N 39TH ST",300,"Robbery Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"82",164553,"25","4",2019-10-19 23:00:00,2019-10-19,19:00:00,19,201925084832,"3500 BLOCK GERMANTOWN AVENTOWN AVE",400,"Aggravated Assault Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"83",164379,"15","3",2019-12-14 07:27:00,2019-12-14,02:27:00,2,201915129947,"7300 BLOCK FRANKFORD AVE",400,"Aggravated Assault Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"84",164387,"12","4",2019-12-17 22:33:00,2019-12-17,17:33:00,17,201912107410,"1200 BLOCK S 59TH ST",400,"Aggravated Assault Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"85",163587,"12","1",2019-11-14 01:06:00,2019-11-13,20:06:00,20,201912098359,"ISLAND AV  /  LINDBERGH BLVD",300,"Robbery Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"86",163854,"18","3",2019-01-12 23:38:00,2019-01-12,18:38:00,18,201918002687,"0 BLOCK S 46TH ST",400,"Aggravated Assault Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"87",163867,"24","1",2019-10-29 04:11:00,2019-10-29,00:11:00,0,201924106580,"3700 BLOCK KENSINGTON AVESINGTON AVE",300,"Robbery Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"88",163613,"39","1",2019-05-06 13:21:00,2019-05-06,09:21:00,9,201939036640,"4700 BLOCK WISSAHICKON AVAV",400,"Aggravated Assault Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"89",163614,"14","1",2019-08-15 21:04:00,2019-08-15,17:04:00,17,201914075469,"6300 BLOCK STENTON AVE",300,"Robbery Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"90",164650,"35","1",2019-08-28 02:01:00,2019-08-27,22:01:00,22,201935078934,"W 65TH AV  /  OLD YORK RD",300,"Robbery Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"91",163890,"24","1",2019-01-04 08:10:00,2019-01-04,03:10:00,3,201924000893,"3400 BLOCK KENSINGTON AV ONTARIO ST",300,"Robbery Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"92",163892,"24","3",2019-03-25 22:48:00,2019-03-25,18:48:00,18,201924025506,"2300 BLOCK E CAMBRIA ST PHIS ST",300,"Robbery Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"93",163638,"24","2",2019-09-23 05:52:00,2019-09-23,01:52:00,1,201924093688,"3100 BLOCK FRANKFORD AVE",300,"Robbery Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"94",163652,"35","3",2019-08-22 23:13:00,2019-08-22,19:13:00,19,201935077331,"2100 BLOCK CHEW AVE",400,"Aggravated Assault Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"95",163657,"14","4",2019-08-02 22:16:00,2019-08-02,18:16:00,18,201914070447,"WADSWORTH / ANDERSON NTOWN AVE",400,"Aggravated Assault Firearm",-75.26380374,40.05509472,40.05509472,-75.26380374,"2019","Y"
"96",321433,"15","2",2019-10-21 00:38:00,2019-10-20,20:38:00,20,201915108647,"6200 BLOCK JACKSON ST",300,"Robbery Firearm",-75.05616421,40.02230146,40.02230146,-75.05616421,"2019","Y"
"97",321434,"22","3",2019-10-22 01:17:00,2019-10-21,21:17:00,21,201922094478,"1200 BLOCK N BROAD ST",300,"Robbery Firearm",-75.1594438,39.97147633,39.97147633,-75.1594438,"2019","Y"
"98",321875,"15","1",2019-08-06 06:31:00,2019-08-06,02:31:00,2,201915079422,"4600 BLOCK FRANKFORD AVE",400,"Aggravated Assault Firearm",-75.08385497,40.01658248,40.01658248,-75.08385497,"2019","Y"
"99",321899,"19","2",2019-09-06 16:16:00,2019-09-06,12:16:00,12,201919078521,"100 BLOCK N YEWDALL ST",400,"Aggravated Assault Firearm",-75.22890184,39.96211664,39.96211664,-75.22890184,"2019","Y"
"100",322716,"06","1",2019-08-13 02:24:00,2019-08-12,22:24:00,22,201906040502,"1200 BLOCK OGDEN ST",300,"Robbery Firearm",-75.15621994,39.96870825,39.96870825,-75.15621994,"2019","Y"
"101",322718,"25","3",2019-08-04 03:23:00,2019-08-03,23:23:00,23,201925063440,"3200 BLOCK HOPE ST",300,"Robbery Firearm",-75.12980517,39.99862278,39.99862278,-75.12980517,"2019","Y"
"102",322728,"22","2",2019-10-02 02:36:00,2019-10-01,22:36:00,22,201922087893,"1800 BLOCK JUDSON ST",400,"Aggravated Assault Firearm",-75.17242615,39.98367398,39.98367398,-75.17242614,"2019","Y"
"103",322729,"39","2",2019-09-14 17:21:00,2019-09-14,13:21:00,13,201939079830,"3700 BLOCK N 16TH ST",400,"Aggravated Assault Firearm",-75.15446731,40.0096638,40.0096638,-75.15446731,"2019","Y"
"104",324030,"22","2",2019-08-02 21:46:00,2019-08-02,17:46:00,17,201922066872,"2000 BLOCK N ETTING ST",400,"Aggravated Assault Firearm",-75.17811342,39.98697259,39.98697259,-75.17811342,"2019","Y"
"105",324487,"22","2",2019-08-03 12:43:00,2019-08-03,08:43:00,8,201922067128,"2400 BLOCK N MYRTLEWOOD ST",400,"Aggravated Assault Firearm",-75.1803155,39.99410744,39.99410744,-75.1803155,"2019","Y"
"106",325407,"26","3",2019-10-29 08:34:00,2019-10-29,04:34:00,4,201926046948,"1000 BLOCK N DELAWARE AVE",300,"Robbery Firearm",-75.13284376,39.96599079,39.96599079,-75.13284376,"2019","Y"
"107",322737,"22","3",2019-08-07 10:28:00,2019-08-07,06:28:00,6,201922068498,"N 19TH ST  /  S COLLEGE AV",300,"Robbery Firearm",-75.16722192,39.97340678,39.97340678,-75.16722192,"2019","Y"
"108",322751,"39","2",2019-08-05 22:59:00,2019-08-05,18:59:00,18,201939067537,"3900 BLOCK GERMANTOWN AVE",400,"Aggravated Assault Firearm",-75.15238688,40.01312235,40.01312235,-75.15238688,"2019","Y"
"109",324510,"19","3",2019-09-02 01:16:00,2019-09-01,21:16:00,21,201919077077,"5700 BLOCK DREXEL RD",300,"Robbery Firearm",-75.24067407,39.99033627,39.99033627,-75.24067407,"2019","Y"
"110",321486,"25","2",2019-08-21 14:17:00,2019-08-21,10:17:00,10,201925068179,"200 BLOCK E ROCKLAND ST",400,"Aggravated Assault Firearm",-75.1206094,40.02424233,40.02424233,-75.1206094,"2019","Y"
"111",322339,"19","1",2019-08-10 04:01:00,2019-08-10,00:01:00,0,201919070086,"6400 BLOCK LANSDOWNE AVE",300,"Robbery Firearm",-75.2493039,39.9749221,39.9749221,-75.2493039,"2019","Y"
"112",323653,"16","2",2019-08-16 03:50:00,2019-08-15,23:50:00,23,201916039724,"1200 BLOCK N 42ND ST",400,"Aggravated Assault Firearm",-75.2099783,39.97425171,39.97425171,-75.2099783,"2019","Y"
"113",323665,"14","4",2019-09-14 04:13:00,2019-09-14,00:13:00,0,201914085749,"0 BLOCK E SEDGWICK ST",400,"Aggravated Assault Firearm",-75.18628234,40.05867562,40.05867562,-75.18628234,"2019","Y"
"114",324523,"22","1",2019-09-02 03:41:00,2019-09-01,23:41:00,23,201922077363,"1200 BLOCK W DAUPHIN ST",300,"Robbery Firearm",-75.15266981,39.987466,39.987466,-75.15266981,"2019","Y"
"115",324529,"03","2",2019-09-07 01:13:00,2019-09-06,21:13:00,21,201903064210,"400 BLOCK WOLF ST",300,"Robbery Firearm",-75.15397788,39.91980675,39.91980675,-75.15397788,"2019","Y"
"116",324540,"14","2",2019-08-25 08:54:00,2019-08-25,04:54:00,4,201914079243,"200 BLOCK E ARMAT ST",300,"Robbery Firearm",-75.17058984,40.03810924,40.03810924,-75.17058984,"2019","Y"
"117",321512,"02","1",2019-08-07 00:02:00,2019-08-06,20:02:00,20,201902043969,"5700 BLOCK SUMMERDALE AVE",400,"Aggravated Assault Firearm",-75.09060111,40.03340805,40.03340805,-75.09060111,"2019","Y"
"118",325614,"15","1",2019-08-09 13:39:00,2019-08-09,09:39:00,9,201915080678,"5100 BLOCK FRANKFORD AVE",300,"Robbery Firearm",-75.07941594,40.02139665,40.02139665,-75.07941594,"2019","Y"
"119",322790,"39","2",2019-09-21 01:27:00,2019-09-20,21:27:00,21,201939081786,"GERMANTOWN AV  /  W HUNTING PARK AVE",400,"Aggravated Assault Firearm",-75.15385245,40.01590102,40.01590102,-75.15385245,"2019","Y"
"120",324114,"09","2",2019-08-12 19:19:00,2019-08-12,15:19:00,15,201909032873,"S 15TH ST  /  MARKET ST",400,"Aggravated Assault Firearm",-75.16522971,39.95258581,39.95258581,-75.16522971,"2019","Y"
"121",324118,"22","2",2019-08-09 22:54:00,2019-08-09,18:54:00,18,201922069247,"N 33RD ST  /  W DAUPHIN ST",400,"Aggravated Assault Firearm",-75.18637399,39.99178624,39.99178624,-75.18637399,"2019","Y"
"122",324127,"25","1",2019-08-03 09:19:00,2019-08-03,05:19:00,5,201925063245,"4000 BLOCK OLD YORK RD",300,"Robbery Firearm",-75.14723062,40.01408948,40.01408948,-75.14723062,"2019","Y"
